,name,rating,reviews,company-type,HQ,age,employees
4,Evolve Technolog...,4.0,(312 Reviews),Private,"Pune,Maharashtra + 42 more",31 years old,201-500 Employees (India)
5,Omax Autos,3.6,(312 Reviews),Public,"Gurgaon/Gurugram,Haryana + 13 more",39 years old,1k-5k Employees (India)
6,Almarai,4.5,(311 Reviews),Private,"Riyadh,Central Province + 24 more",45 years old,501-1k Employees (India)
7,Glaze Trading In...,4.0,(311 Reviews),Private,"Delhi/NCR,Delhi + 69 more",19 years old,1k-5k Employees (India)
8,Yokogawa,3.8,(311 Reviews),Private,"Tokyo,Tokyo-to + 16 more",107 years old,1k-5k Employees (India)
9,Fiat India Autom...,4.2,(311 Reviews),Private,"Mumbai,Maharashtra + 15 more",25 years old,1k-5k Employees (India)
10,BharatMatrimony....,3.5,(311 Reviews),Private,"Chennai,Tamil Nadu + 27 more",25 years old,1k-5k Employees (Global)
11,Toyo Engineeerin...,3.9,(310 Reviews),Private,Mumbai + 21 more,46 years old,1k-5k Employees (India)
12,Sutherland Healt...,3.9,(310 Reviews),Private,"Clifton,New Jersey + 6 more",20 years old,1k-5k Employees (India)
13,Sun Life Financi...,4.3,(310 Reviews),Private,"Toronto,Ontario + 4 more",157 years old,1k-5k Employees (India)
14,Labcorp Drug Dev...,4.2,(310 Reviews),4.2,4.2,4.2,4.2
15,Sona Koyo Steeri...,4.2,(310 Reviews),Private,"Gurgaon/Gurugram,Haryana + 14 more",38 years old,1k-5k Employees (India)
16,Financial Softwa...,4.0,(310 Reviews),Private,Chennai + 19 more,31 years old,1k-5k Employees (India)
17,NecLife,3.7,(310 Reviews),Public,"Chandigarh,Chandigarh + 11 more",27 years old,1k-5k Employees (India)
18,Patel Infrastruc...,4.2,(310 Reviews),Private,"Vadodara/Baroda,Gujarat + 34 more",50 years old,201-500 Employees (India)
19,Competent Softwa...,3.8,(310 Reviews),Private,"Delhi/NCR,New Delhi + 6 more",30 years old,1k-5k Employees (Global)
20,Orient Cement,4.2,(310 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 45 more",43 years old,501-1k Employees (India)
21,MCM Telecom Equi...,3.7,(309 Reviews),Private,"Noida,Uttar Pradesh + 3 more",7 years old,501-1k Employees (India)
22,Nelito System,3.5,(309 Reviews),Private,Navi Mumbai + 25 more,27 years old,1k-5k Employees (India)
23,Jai Balaji Group,3.6,(308 Reviews),Public,"Kolkata,West Bengal + 20 more",23 years old,1k-5k Employees (Global)
24,ICFAI University,3.8,(307 Reviews),Private,"Dehradun,Uttarakhand + 57 more",19 years old,501-1k Employees (India)
25,Craftsman Automa...,3.9,(307 Reviews),Private,"Coimbatore,Tamil Nadu + 15 more",36 years old,1k-5k Employees (India)
26,Medley Pharmaceu...,4.2,(306 Reviews),Public,"Mumbai,Maharashtra + 45 more",53 years old,1k-5k Employees (India)
27,Maharashtra Stat...,4.4,(306 Reviews),Private,"Mumbai,Maharashtra + 57 more",17 years old,50k-1 Lakh Employees (India)
28,MINI MUTHOOTTU N...,3.6,(306 Reviews),3.6,3.6,3.6,3.6
29,Thriveni Earthmo...,3.9,(306 Reviews),Private,"Salem,Tamil Nadu + 18 more",31 years old,1k-5k Employees (India)
0,Silaris Informat...,3.3,(306 Reviews),Private,"Delhi/NCR,Delhi + 15 more",11 years old,201-500 Employees (Global)
1,Intel,4.4,(310 Reviews),Private,"Santa Clara,California + 14 more",54 years old,10k-50k Employees (India)
2,Housing.com,4.1,(305 Reviews),Private,"Gurgaon,Haryana + 20 more",10 years old,1k-5k Employees (India)
3,Bisk Farm,4.1,(305 Reviews),Private,"Kolkata,West Bengal + 44 more",22 years old,201-500 Employees (India)
4,Wapcos,3.9,(305 Reviews),Private,"Gurgaon/Gurugram,Haryana + 67 more",53 years old,1k-5k Employees (Global)
5,Trident Hotels,4.2,(305 Reviews),Private,New Delhi + 20 more,88 years old,1k-5k Employees (India)
6,Orchids Internat...,3.0,(305 Reviews),Private,"Nasik/Nashik,Maharashtra + 13 more",18 years old,501-1k Employees (Global)
7,Svatantra Microf...,4.4,(304 Reviews),Private,"Mumbai,Maharashtra + 117 more",10 years old,1k-5k Employees (India)
8,Lite Bite Foods,4.3,(304 Reviews),Private,"Gurgaon/Gurugram,Haryana + 16 more",21 years old,1k-5k Employees (India)
9,Sterling Holiday...,4.0,(304 Reviews),Public,"Chennai,Tamil Nadu + 43 more",36 years old,1k-5k Employees (India)
10,Jtekt Sona Autom...,4.2,(304 Reviews),Public,"Gurgaon/Gurugram,Haryana + 15 more",15 years old,51-200 Employees (India)
11,Hinduja Group,4.0,(9.4k Reviews),Public,Mumbai + 45 more,108 years old,201-500 Employees (India)
12,Brillio,3.5,(303 Reviews),Private,"Santa Clara,California + 6 more",8 years old,1k-5k Employees (India)
13,Tavant Technolog...,4.2,(303 Reviews),Private,"Santa Clara,California + 6 more",22 years old,1k-5k Employees (India)
14,Wistron,3.8,(303 Reviews),3.8,3.8,3.8,3.8
15,JK Tech,3.6,(303 Reviews),Public,"Noida,Uttar Pradesh + 14 more",28 years old,1k-5k Employees (India)
16,Pearson Educatio...,3.9,(303 Reviews),Private,"Noida,Uttar Pradesh + 54 more",22 years old,1k-5k Employees (India)
17,Test Yantra Soft...,4.0,(303 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 7 more",15 years old,201-500 Employees (India)
18,Tata Power Delhi...,4.3,(303 Reviews),Private,"New Delhi,Delhi + 28 more",20 years old,1k-5k Employees (India)
19,Vijay Sales,4.3,(303 Reviews),Private,"Mumbai,Maharashtra + 26 more",55 years old,1k-5k Employees (India)
20,Top Office Pros ...,4.9,(303 Reviews),4.9,4.9,4.9,4.9
21,Livpure,4.1,(302 Reviews),Private,"Gurgaon,Haryana + 59 more",12 years old,1k-5k Employees (India)
22,Hitachi,4.0,(3.8k Reviews),Private,"Delhi/NCR,New Delhi + 59 more",92 years old,1k-5k Employees (India)
23,Credence Resourc...,3.6,(301 Reviews),LLC,"Dallas,Texas + 1 more",8 years old,501-1k Employees (India)
24,Vijay Nirman Com...,4.0,(301 Reviews),Private,"Visakhapatnam/Vizag,Andhra Pradesh + 27 more",40 years old,5k-10k Employees (India)
25,B.L. Kashyap & S...,3.7,(301 Reviews),Private,"Delhi/NCR,New Delhi + 20 more",44 years old,1k-5k Employees (India)
26,Spoton Logistics,4.2,(301 Reviews),Private,"Bangalore,Karnataka + 59 more",10 years old,1k-5k Employees (India)
27,Ashirvad Pipes,4.2,(300 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 46 more",47 years old,501-1k Employees (India)
28,Incedo,3.9,(300 Reviews),Private,"Iselin,New Jersey + 8 more",11 years old,1k-5k Employees (India)
29,MAS Financial Se...,3.5,(300 Reviews),Public,"Ahmedabad,Gujarat + 58 more",27 years old,1k-5k Employees (India)
0,Ashirvad Pipes,4.2,(300 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 46 more",47 years old,501-1k Employees (India)
1,Muthoot Microfin,4.4,(299 Reviews),Private,"Ernakulam,Kerala + 102 more",7 years old,5k-10k Employees (India)
2,Soma Enterprises,4.1,(299 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 42 more",25 years old,1k-5k Employees (India)
3,Kalyan Jewellers,4.2,(299 Reviews),Private,Thrissur + 70 more,29 years old,1k-5k Employees (India)
4,Stock Holding Co...,4.0,(299 Reviews),Public,"Mumbai,Maharashtra + 75 more",36 years old,201-500 Employees (India)
5,Supertech,3.9,(299 Reviews),Private,"Noida,Uttar Pradesh + 16 more",34 years old,1k-5k Employees (India)
6,Lear Corporation,4.1,(299 Reviews),Public,Southfield + 11 more,105 years old,1k-5k Employees (India)
7,Neuland Laborato...,4.2,(299 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 2 more",38 years old,501-1k Employees (India)
8,Times Internet,4.0,(378 Reviews),Public,"Gurgaon,Haryana + 20 more",23 years old,5k-10k Employees (India)
9,Ups Logistics,4.2,(362 Reviews),Private,"Atlanta,Georgia + 23 more",115 years old,1k-5k Employees (India)
10,Agility Logistic...,4.1,(298 Reviews),Private,Sulaibiya + 33 more,43 years old,1k-5k Employees (India)
11,Karvy DigiKonnec...,3.1,(298 Reviews),3.1,3.1,3.1,3.1
12,AVTEC,3.8,(298 Reviews),Private,"Delhi/NCR,New Delhi + 13 more",17 years old,1k-5k Employees (Global)
13,NetCracker,3.6,(298 Reviews),Private,Waltham + 5 more,29 years old,1k-5k Employees (India)
14,Hella,4.2,(297 Reviews),Private,"Lippstadt,Lippstadt + 15 more",123 years old,1k-5k Employees (India)
15,Apar Industries,3.7,(297 Reviews),Public,"Vadodara/Baroda,Gujarat + 30 more",64 years old,1k-5k Employees (India)
16,Better.com,2.8,(297 Reviews),2.8,2.8,2.8,2.8
17,RITES,4.3,(296 Reviews),Private,"Gurgaon/Gurugram,Haryana + 37 more",48 years old,1k-5k Employees (India)
18,Wuerth,4.1,(296 Reviews),Private,"Mumbai,Maharashtra + 42 more",28 years old,501-1k Employees (India)
19,Kantar IMRB,3.7,(295 Reviews),Private,"Mumbai,Maharashtra + 24 more",52 years old,1k-5k Employees (Global)
20,Ukb Electronics,4.2,(295 Reviews),Private,"Noida,Uttar Pradesh + 12 more",26 years old,1k-5k Employees (India)
21,Csc E Governance...,4.1,(294 Reviews),Public,"Delhi,NCT + 100 more",13 years old,201-500 Employees (India)
22,Astral Adhesives,4.2,(294 Reviews),Private,"Ahmedabad,Gujarat + 59 more",35 years old,1k-5k Employees (India)
23,PeopleStrong,3.7,(294 Reviews),Private,"Gurgaon,Haryana + 14 more",16 years old,1k-5k Employees (India)
24,Bombardier Trans...,4.1,(294 Reviews),Private,"Montreal,Berlin + 12 more",27 years old,201-500 Employees (India)
25,CMC,4.2,(294 Reviews),Public,"Bhopal,Madhya Pradesh + 46 more",54 years old,10k-50k Employees (India)
26,Kaya Skin Clinic,4.1,(294 Reviews),Public,"Mumbai,Maharashtra + 33 more",19 years old,1k-5k Employees (India)
27,Brainvire,4.8,(294 Reviews),Private,"Plano,Texas + 5 more",22 years old,501-1k Employees (India)
28,Shriram Value Se...,4.0,(444 Reviews),Private,"Chennai,Tamil Nadu + 26 more",16 years old,1k-5k Employees (India)
29,Jaypee Cement,4.2,(293 Reviews),Private,"Solan,Himachal Pradesh + 58 more",26 years old,1k-5k Employees (India)
0,Bharat Gears,4.0,(293 Reviews),Public,"Mumbai,Maharashtra + 12 more",50 years old,501-1k Employees (India)
1,Nucleus Software...,3.9,(293 Reviews),Public,"Noida,Uttar Pradesh + 8 more",36 years old,1k-5k Employees (India)
2,Aequs,3.9,(293 Reviews),Private,"Belagavi/Belgaum,Karnataka + 5 more",25 years old,1k-5k Employees (India)
3,Varun Motors,4.1,(293 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 19 more",29 years old,501-1k Employees (India)
4,Infrastructure L...,4.0,(292 Reviews),Private,Mumbai + 62 more,35 years old,501-1k Employees (India)
5,ReNew Power Vent...,4.3,(292 Reviews),Private,Gurgaon + 30 more,11 years old,1k-5k Employees (India)
6,Ramky Enviro Eng...,4.1,(292 Reviews),Private,Hyderabad + 48 more,28 years old,10k-50k Employees (India)
7,Tecnimont,4.0,(292 Reviews),Private,"Mumbai,Maharashtra + 16 more",17 years old,1k-5k Employees (India)
8,Shalby Hospitals,3.9,(312 Reviews),Public,"Ahmedabad,Gujarat + 14 more",28 years old,1k-5k Employees (Global)
9,Labournet Servic...,3.9,(291 Reviews),Private,"Bangalore,Karnataka + 39 more",16 years old,51-200 Employees (India)
10,Sintex-bapl,4.0,(291 Reviews),Public,Pune + 35 more,15 years old,501-1k Employees (India)
11,KGISL,3.6,(291 Reviews),Private,"Coimbatore,Tamil Nadu + 3 more",26 years old,501-1k Employees (India)
12,Sanghi Industrie...,3.7,(291 Reviews),Public,"Ahmedabad,Gujarat + 19 more",37 years old,201-500 Employees (India)
13,Srei Equipment F...,4.4,(290 Reviews),Public,Kolkata + 71 more,33 years old,1k-5k Employees (India)
14,Kellogg,4.4,(290 Reviews),Private,"Battle Creek,Michigan + 47 more",116 years old,1k-5k Employees (India)
15,City Union Bank,3.5,(290 Reviews),Public,"Thanjavur,Tamil Nadu + 70 more",118 years old,1k-5k Employees (India)
16,Sarovar Hotels &...,4.0,(290 Reviews),Private,"Gurgaon/Gurugram,Haryana + 49 more",26 years old,1k-5k Employees (India)
17,Infinx,3.7,(290 Reviews),Private,"Mumbai,Maharashtra + 13 more",16 years old,1k-5k Employees (India)
18,H & R Johnson,3.9,(289 Reviews),Private,Staffordshire + 55 more,26 years old,201-500 Employees (India)
19,Balkrishna Indus...,4.2,(289 Reviews),Public,"Mumbai,Maharashtra + 8 more",35 years old,1k-5k Employees (India)
20,Triumphant Insti...,3.9,(289 Reviews),Private,Hyderabad + 61 more,30 years old,201-500 Employees (India)
21,TÜV NORD,3.7,(289 Reviews),Private,"Mumbai,Maharashtra + 26 more",33 years old,201-500 Employees (India)
22,TTK Prestige,4.1,(289 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 51 more",67 years old,1k-5k Employees (India)
23,Temenos,3.2,(289 Reviews),Private,"Geneva,Geneva + 5 more",29 years old,1k-5k Employees (India)
24,Updater Services,3.9,(288 Reviews),Private,"Chennai,Tamil Nadu + 38 more",37 years old,10k-50k Employees (Global)
25,Ongc Petro Addit...,4.1,(288 Reviews),Public,"Vadodara/Baroda,Gujarat + 18 more",16 years old,1k-5k Employees (Global)
26,Visteon,3.6,(288 Reviews),Private,"Detroit,Michigan + 9 more",22 years old,1k-5k Employees (India)
27,CarDekho,3.9,(288 Reviews),Private,"Jaipur,Rajasthan + 38 more",15 years old,1k-5k Employees (India)
28,Patel Engineerin...,4.2,(288 Reviews),Public,"Mumbai,Maharashtra + 32 more",73 years old,1k-5k Employees (India)
29,Atkins,4.2,(288 Reviews),Private,London + 14 more,84 years old,1k-5k Employees (India)
0,Aditya Birla Fin...,4.0,(288 Reviews),Private,"Mumbai,Maharashtra + 47 more",10 years old,10k-50k Employees (India)
1,Exicom,3.8,(287 Reviews),Public,"Gurgaon,Haryana + 20 more",28 years old,501-1k Employees (India)
2,Khazana Jeweller...,3.9,(287 Reviews),Private,"Chennai,Tamil Nadu + 40 more",33 years old,201-500 Employees (India)
3,Siyaram Silk Mil...,4.1,(287 Reviews),Public,"Mumbai,Maharashtra + 27 more",44 years old,1k-5k Employees (India)
4,Radical Minds,2.8,(287 Reviews),Private,"Gurgaon/Gurugram,Haryana + 8 more",12 years old,5k-10k Employees (India)
5,Aptech,3.7,(287 Reviews),Public,"Mumbai,Maharashtra + 58 more",36 years old,201-500 Employees (India)
6,Reliance AJIO,4.0,(287 Reviews),4.0,4.0,4.0,4.0
7,Prodapt Solution...,3.6,(286 Reviews),Private,"Chennai,Tamil Nadu + 5 more",23 years old,1k-5k Employees (India)
8,Baker Hughes,4.1,(286 Reviews),Private,"Boston ,Massachusetts  + 32 more",6 years old,1k-5k Employees (India)
9,Adidas,4.4,(286 Reviews),Public,"Herzogenaurach,Bavaria + 48 more",73 years old,1k-5k Employees (India)
10,RuralShores,4.1,(286 Reviews),Private,"Bangalore,Karnataka + 30 more",14 years old,1k-5k Employees (India)
11,Action Construct...,3.8,(285 Reviews),Public,"Delhi/NCR,New Delhi + 30 more",27 years old,1k-5k Employees (India)
12,CWT,4.4,(285 Reviews),Private,Minnetonka + 10 more,28 years old,1k-5k Employees (India)
13,Lakshmi Vilas Ba...,3.7,(285 Reviews),Public,"Chennai,Tamil Nadu + 68 more",96 years old,1k-5k Employees (India)
14,RAK Ceramics,3.9,(285 Reviews),Private,"Ras Al Khaimah,Ras Al Khaimah + 37 more",33 years old,501-1k Employees (India)
15,Ziqitza Health C...,4.2,(285 Reviews),Public,"Mumbai,Maharashtra + 31 more",17 years old,201-500 Employees (India)
16,Descon Engineeri...,4.2,(284 Reviews),Private,Lahore + 16 more,45 years old,201-500 Employees (India)
17,BankBazaar,3.4,(284 Reviews),Private,"Chennai,Tamil Nadu + 6 more",14 years old,501-1k Employees (India)
18,Dr. Batras' Posi...,3.4,(283 Reviews),Private,Mumbai + 68 more,40 years old,201-500 Employees (India)
19,Neeyamo Enterpri...,3.8,(283 Reviews),Private,"Chennai,Tamil Nadu + 4 more",13 years old,1k-5k Employees (India)
20,Lafarge,4.2,(283 Reviews),Private,Paris + 68 more,189 years old,201-500 Employees (India)
21,PC Jewellers,4.0,(283 Reviews),Public,"Delhi/NCR,Delhi + 59 more",17 years old,1k-5k Employees (India)
22,Canon,4.4,(292 Reviews),Private,"Ota City,Tokyo + 44 more",85 years old,1k-5k Employees (India)
23,Medtronic,3.8,(290 Reviews),Private,"Mumbai,Maharashtra + 29 more",43 years old,1k-5k Employees (India)
24,GD Goenka Public...,3.8,(282 Reviews),Private,"Gurgaon/Gurugram,Haryana + 40 more",28 years old,501-1k Employees (Global)
25,Molex,3.9,(282 Reviews),Private,"Lisle,Illinois + 8 more",84 years old,1k-5k Employees (India)
26,Aegis Essar,3.7,(282 Reviews),3.7,3.7,3.7,3.7
27,Centaur Pharmace...,4.0,(282 Reviews),Private,"Mumbai,Maharashtra + 38 more",44 years old,1k-5k Employees (India)
28,STUP Consultants,3.9,(282 Reviews),Private,"Mumbai,Maharashtra + 37 more",59 years old,1k-5k Employees (India)
29,Cpf India,4.2,(282 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 37 more",28 years old,501-1k Employees (India)
